ID,Topic,Source,Question,Translation,South_Korea,China,Spain,Indonesia,Iran,West_Java
New-gr-24,Sport,Greek (Greece),What is the most popular track and field sport in your country?,What is the most popular track and field sport in the US?,미국에서 가장 인기 있는 육상 경기 종목은 무엇입니까?,在美国最受欢迎的田径运动是什么？,¿Cuál es el deporte de atletismo más popular en EE. UU.?,Apa cabang olahraga atletik yang paling populer di AS?,محبوب‌ترین رشته‌ی دو و میدانی در آمریکا چیست؟,Naon olahraga atletik anu pang populerna di AS?
New-gr-29,Sport,Greek (Greece),Which international sporting event is the most popular in your country?,Which international sporting event is the most popular in the US?,미국에서 가장 인기 있는 국제 스포츠 대회는 무엇인가요?,在美国最受欢迎的国际体育赛事是哪一个？,¿Cuál es el evento deportivo internacional más popular en EE.UU.?,Apa ajang olahraga internasional yang paling populer di AS?,کدام رویداد ورزشی بین‌المللی در آمریکا محبوب‌ترین است؟,Acara olahraga internasional mana nu pang populerna di AS?
New-gr-47,Work life,Greek (Greece),"How long (in minutes) are typical work breaks in your country, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)","How long (in minutes) are typical work breaks in the US, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)",미국의 직장에서 점심과 저녁 시간을 제외한 일반적인 휴식 시간은 몇 분인가요? (아라비아 숫자(예: 1)만 기재해 주세요.),在美国，除了午餐和晚餐休息时间外，典型的工作休息时间（以分钟为单位）通常有多长？（只提供阿拉伯数字（例如，1）。）,"¿Cuánto duran (en minutos) los descansos laborales típicos en EE. UU., excluyendo las pausas para almorzar y cenar? (Indica solo números arábigos (p. ej., 1).)","Berapa lama (dalam menit) istirahat kerja umumnya di AS, tidak termasuk istirahat makan siang dan makan malam? (Berikan angka Arab (misalnya, 1) saja.)",معمولاً استراحت‌های کاری در آمریکا به جز وقفه‌های ناهار و شام چند دقیقه است؟ (فقط از اعداد عربی (مثلاً 1) استفاده کنید.),"Sabaraha lami (dina menit) istirahat gawe biasana di AS, teu kaasup istirahat dahar beurang jeung dahar peuting? (Pasihkeun angka Arab (contona, 1) hungkul.)"
New-gr-58,Work life,Greek (Greece),Which job is considered underpaid in your country?,Which job is considered underpaid in the US?,미국에서는 어떤 직업이 하는 일에 비해 제대로 된 보수를 받지 못한다고 여겨지나요?,在美国，哪些工作被认为薪酬偏低？,¿Qué trabajo se considera mal pagado en EE. UU.?,"Di AS, pekerjaan apa yang bayarannya dianggap lebih rendah dari seharusnya?",کدام شغل در آمریکا کم‌دستمزد تلقی می‌شود؟,Padamelan naon nu dianggap gajihna leutik di AS?
New-gr-82,Holidays/Celebration/Leisure,Greek (Greece),What is the most popular music genre among the elderly population in your country?,What is the most popular music genre among the elderly population in the US?,미국의 노년층에게 가장 인기 있는 음악 장르는 무엇인가요?,在美国，老年人群中最受欢迎的音乐类型是什么？,¿Cuál es el género musical más popular entre la población anciana en EE.UU.?,Apa genre musik paling populer di kalangan orang tua atau lansia di AS?,محبوب‌ترین سبک موسیقی در بین جمعیت مسن در آمریکا چیست؟,Naon genre musik nu pang populerna di kalangan populasi sepuh di AS?
New-gr-88,Holidays/Celebration/Leisure,Greek (Greece),What drink is usually offered at funerals in your country?,What drink is usually offered at funerals in the US?,미국의 장례식에서 흔히 제공되는 음료나 술은 무엇인가요?,在美国的葬礼上通常会提供什么饮品？,¿Qué bebida se suele ofrecer en los funerales en EE. UU.?,Minuman apa yang biasanya disuguhkan di acara pemakaman di AS?,معمولاً در مراسم خاکسپاری در آمریکا چه نوشیدنی‌ای پیشنهاد می‌شود؟,Inuman naon nu biasa ditawarkeun di upacara pamakaman di AS?
New-gr-89,Holidays/Celebration/Leisure,Greek (Greece),What drink is usually offered at weddings in your country?,What drink is usually offered at weddings in the US?,미국의 결혼식에서 흔히 제공되는 음료나 술은 무엇인가요?,在美国的婚礼上通常会提供什么饮品？,¿Qué bebida se suele ofrecer en las bodas en EE. UU.?,Minuman apa yang biasanya disuguhkan di acara pernikahan di AS?,معمولاً چه نوشیدنی‌ای در مراسم عروسی‌ها در آمریکا پیشنهاد می‌شود؟,Inuman naon nu biasa ditawarkeun dina hajatan di AS?
New-ha-07,Food,Hausa (Northern Nigeria),What food originated from your country and can be found all over the world?,What food originated from the US and can be found all over the world?,전 세계에서 찾을 수 있는 미국의 음식은 무엇이 있나요?,哪种食物起源于美国并且可以在世界各地找到？,¿Qué comida originaria de EE. UU. se puede encontrar en todo el mundo?,Makanan apa yang berasal dari AS dan dapat ditemukan di seluruh dunia?,چه غذایی از ایالات متحده منشأ گرفته و در سراسر جهان یافت می‌شود؟,Naon kadaharan anu asalna ti AS sarta bisa kapanggih di sakuliah dunya?
New-ha-08,Food,Hausa (Northern Nigeria),What food is typically disliked by children but enjoyed by the elderly in your country?,What food is typically disliked by children but enjoyed by the elderly in the US?,미국에서 어린이들이 대체로 싫어하지만 노인들이 즐기는 음식은 무엇이 있나요?,在美国，通常有哪些食物是孩子们不喜欢但老年人却喜欢的？,¿Qué comida suele no gustarle a los niños pero sí a los mayores en EE. UU.?,Makanan apa yang biasanya tidak disukai oleh anak-anak tetapi disukai oleh orang tua atau lansia di AS?,چه غذایی معمولاً توسط کودکان در ایالات متحده دوست نداشته می‌شود اما توسط سالمندان مورد پسند است؟,Naon kadaharan anu biasana teu dipikaresep ku barudak tapi dipikaresep ku para sepuh di AS?
New-ha-09,Food,Hausa (Northern Nigeria),What cooking utensil is most commonly used in your country?,What cooking utensil is most commonly used in the US?,미국에서 가장 흔히 사용되는 조리 도구는 무엇입니까?,在美国最常用的烹饪工具是什么？,¿Qué utensilio de cocina se utiliza más comúnmente en EE. UU.?,Alat masak apa yang paling sering digunakan di AS?,چه وسیله پخت و پزی در آمریکا بیشترین استفاده را دارد؟,Alat masak naon nu pang umumna dipaké di AS?
New-ha-13,Food,Hausa (Northern Nigeria),Which is the most popular vegetable in your country?,Which is the most popular vegetable in the US?,미국에서 가장 인기 있는 채소는 무엇입니까?,在美国最受欢迎的蔬菜是哪种？,¿Cuál es la verdura más popular en EE.UU.?,Sayuran apa yang paling populer di AS?,محبوب‌ترین سبزی در آمریکا کدام است؟,Sayuran naon nu pang populerna di AS?
New-ha-19,Sport,Hausa (Northern Nigeria),Which animal is used for sports in your country?,Which animal is used for sports in the US?,미국에서 스포츠에 사용되는 동물은 무엇인가요?,在美国，哪种动物被用于体育运动？,¿Qué animal se utiliza para los deportes en EE. UU.?,Hewan apa yang digunakan untuk olahraga di AS?,چه حیوانی برای ورزش در آمریکا استفاده می‌شود؟,Sato naon nu dipaké pikeun olahraga di AS?
New-ha-66,Family,Hausa (Northern Nigeria),What is the most popular wedding venue in your country?,What is the most popular wedding venue in the US?,미국에서 가장 인기 있는 결혼식 장소는 어디인가요?,在美国最受欢迎的婚礼场地是哪里？,¿Cuál es el lugar de bodas más popular en Estados Unidos?,Apa tempat pernikahan yang paling populer di AS?,محبوب‌ترین مکان برگزاری عروسی در آمریکا کدام است؟,Naon tempat kawinan anu pang populerna di AS?
New-in-01,Food,Indonesian (Indonesia),Which coffee shop brand is the most popular in your country?,Which coffee shop brand is the most popular in the US?,미국에서 가장 인기 있는 커피전문점 브랜드는 무엇입니까?,在美国，哪个咖啡店品牌最受欢迎？,¿Cuál es la marca de cafeterías más popular en EE.UU.?,Merek kedai kopi apa yang paling populer di AS?,در آمریکا کدام برند کافی شاپ محبوب‌ترین است؟,Merek warung kopi naon nu pang populerna di AS?
New-in-03,Food,Indonesian (Indonesia),What type of food from your country is typically served in restaurants overseas?,What type of food from US is typically served in restaurants overseas?,해외 식당에서 주로 판매되는 미국 음식은 무엇인가요?,通常在海外餐厅里供应的美国食物有哪些类型？,¿Qué tipo de comida de EE. UU. se sirve típicamente en restaurantes en el extranjero?,Jenis makanan apa dari AS yang biasanya disajikan di restoran-restoran di luar negeri?,چه نوع غذایی از آمریکا معمولاً در رستوران‌ های خارج از کشور سرو می‌شود؟,Naon jinis kadaharan ti AS anu biasana disajikeun di réstoran di luar nagri?
New-in-33,Work life,Indonesian (Indonesia),What region in your country is usually associated with mining?,What region in the US is usually associated with mining?,미국에서 광업과 관련된 지역은 보통 어디인가요?,在美国，通常与采矿业相关联的是哪个地区？,¿Qué región de EE. UU. se asocia normalmente con la minería?,Wilayah mana di AS yang biasanya dikaitkan dengan pertambangan?,در ایالات متحده کدام منطقه معمولاً با معدن‌ کاری مرتبط است؟,Wewengkon mana di AS anu biasana dikaitkeun jeung pertambangan?
New-in-34,Work life,Indonesian (Indonesia),What region in your country is usually associated with oil?,What region in the US is usually associated with oil?,미국에서 석유와 관련된 지역은 보통 어디인가요?,在美国，通常与石油相关联的是哪个地区？,¿Qué región de EE. UU. se asocia normalmente con el petróleo?,Wilayah mana di AS yang biasanya dikaitkan dengan minyak?,در ایالات متحده کدام منطقه معمولاً با نفت مرتبط است؟,Wewengkon mana di AS anu biasana dikaitkeun sareng minyak?
New-in-62,Education,Indonesian (Indonesia),What university in your country is popular because of its engineering major? (Provide the official name.),What university in the US is popular because of its engineering major? (Provide the official name.),미국에서 어느 대학이 공학 전공으로 인기 있나요? (공식 명칭을 제공해 주세요.),哪所美国大学因其工程专业而受欢迎？（请提供官方名称。）,¿Qué universidad en EE. UU. es popular por su carrera de ingeniería? (Proporciona el nombre oficial.),Universitas apa di AS yang populer karena jurusan tekniknya? (Berikan nama resminya.),در آمریکا کدام دانشگاه به خاطر رشته مهندسی‌ اش معروف است؟ (نام رسمی آن را ارائه دهید.),Universitas naon di AS anu kasohor ku jurusan teknikna? (Pasihan nami resmina.)
